ID,Center Name,ServeLesbian,ServeGay,ServeBisexual,ServeTransgender,GeoCoverage,WebPresence,WebAddress,NGOStatus,InOperation,SiteType,OrgType,PhisicalSpace,SpaceType,Street Address,City,State,Zip,SHServices,HealthScreenings,CTServices,SupportServices,BlackSpecific,LatinoSpecific,APISpecific,MaleSpecific,FemaleSpecific,GenerationSpecific,Source,CommunityCenter,CommHealthCenter,,,,,,
236,Chase Brexton Health Services - Easton Center,1,1,1,1,2,1,http://www.chasebrexton.org/,1,1,2,0,1,1,8221 Teal Drive,Easton,Maryland,21601,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,
237,Chase Brexton Health Services - MICA Student Health Services,1,1,1,1,2,1,http://www.chasebrexton.org/,1,1,2,0,1,1,1300 West Mount Royal Avenue,Baltimore,Maryland,21217,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,
238,Chase Brexton Health Services - Mt. Vernon Center,1,1,1,1,2,1,http://www.chasebrexton.org/,1,1,2,0,1,1,1111 North Charles Street,Baltimore,Maryland,21201,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,
239,Chase Brexton Health Services - Randallstown Center,1,1,1,1,2,1,http://www.chasebrexton.org/,1,1,2,0,1,1,3510 Brenbrook Drive,Randallstown,Maryland,21133,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,148 CHCs
240,Fenway Health Ansin Building,1,1,1,1,2,1,fenwayhealth.org,1,1,2,0,1,1,340 Boylston Street,Boston,Massachusetts,02215,1,1,0,1,0,0,0,0,0,0,2,1,1,,,,,,
241,Fenway Health South End,1,1,1,1,2,1,fenwayhealth.org,1,1,2,0,1,1,142 Berkeley Street,Boston,Massachusetts,02116,1,1,0,0,0,0,0,0,0,0,2,1,1,,,,,,
242,Fenway Health Sixteen,1,1,1,1,2,1,fenwayhealth.org,1,1,2,0,1,1,16 Haviland Street,Boston,Massachusetts,02115,1,1,0,1,0,0,0,0,0,0,2,1,1,,,,,,
243,Fenway Health Sidney Borum Jr. Health Center,1,1,1,1,2,1,http://www.fenwayhealth.org/,1,1,2,0,1,1,75 Kneeland Street,Boston,Massachusetts,02111,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,
244,Tapestry Health -  HIV Client Services,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,227 Main Street,Greenfield,Massachusetts,01301,1,1,0,0,0,0,0,0,1,1,2,1,1,,,,,,
245,Tapestry Health - HIV/AIDS & Prevention Services 1,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,130 Maple Street,Springfield,Massachusetts,01103,1,1,0,0,0,0,0,0,1,1,2,1,1,,,,,,
246,Tapestry Health - Greenfield,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,278 Main Street,Greenfield,Massachusetts,01301,1,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,200 Community Centers
247,Tapestry Health - Holyoke,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,306 Race Street,Holyoke,Massachusetts,01040,1,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,
248,Tapestry Health - La Voz,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,130 Maple Street,Springfield,Massachusetts,01103,1,1,0,0,0,0,0,0,1,1,2,1,1,,,,,,
249,Tapestry Health - Needle Exchange,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,15A Main Street,Holyoke,Massachusetts,01040,0,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,
250,Tapestry Health - North Adams,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,289 Church Street North,Adams,Massachusetts,01247,1,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,
251,Tapestry Health - HIV/AIDS & Prevention Services 2,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,16 Center Street,Northampton,Massachusetts,01060,1,1,0,0,0,0,0,0,1,1,2,1,1,,,,,,
252,Tapestry Health - Northampton,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,16 Center Street,Northampton,Massachusetts,01060,1,1,0,0,0,0,0,0,1,1,2,1,1,,,,,,
253,Tapestry Health - Pittsfield,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,100 Wendell Avenue,Pittsfield,Massachusetts,01201,1,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,
254,Tapestry Health - Regional Offices,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,296 Nonotuck Street,Florence,Massachusetts,01062,0,0,0,0,0,0,0,0,1,1,2,1,0,,,,,,
255,Tapestry Health - Springfield,1,1,1,1,2,1,http://www.tapestryhealth.org/,1,1,2,0,1,1,1985 Main Street,Springfield,Massachusetts,01103,1,0,0,0,0,0,0,0,1,1,2,1,1,,,,,,
256,The David Geffen Center for HIV Testing and Health Education,0,1,0,0,2,1,http://www.gmhc.org/,1,1,2,0,1,1,224 West 29th Street,New York,New York,10001,1,1,0,0,0,0,0,1,0,0,2,1,1,,,,,,
257,Gay Men's Health Crisis,0,1,0,0,2,1,http://www.gmhc.org/,1,1,2,0,1,1,446 West 33rd Street,New York,New York,10001,1,1,1,1,0,0,0,1,0,0,2,1,1,,,,,,
258,William F. Ryan Community Health Center - Upper West Side,0,0,0,0,2,1,http://www.ryancenter.org/home.htm,1,1,2,0,1,1,110 West 97th Street,New York,New York,10025,1,1,1,1,0,0,0,0,0,0,2,2,0,,,,,,
259,William F. Ryan Community Health Center - The Ryan Women and Children's Center,0,0,0,0,2,1,http://www.ryancenter.org/home.htm,1,1,2,0,1,1,801 Amsterdam Avenue,New York,New York,10025,1,1,1,1,0,0,0,0,1,1,2,2,0,,,,,,
260,William F. Ryan Community Health Center - NENA Community Health Center,0,0,0,0,2,1,http://www.ryancenter.org/home.htm,1,1,2,0,1,1,279 East Third Street,New York,New York,10009,1,1,1,1,0,0,0,0,0,0,2,2,0,,,,,,
261,William F. Ryan Community Health Center - Ryan/Adair Community Health Center,0,0,0,0,2,1,http://www.ryancenter.org/home.htm,1,1,2,0,1,1,565 Manhattan Avenue,New York,New York,10027,1,1,1,1,0,0,0,0,0,0,2,2,0,,,,,,
262,Mazzoni Center,1,1,1,1,2,1,http://mazzonicenter.org/,1,1,1,0,1,1,809 Locust Street,Philadelphia,Pennsylvania,19107,1,1,1,1,0,0,0,0,0,0,2,1,1,,,,,,
263,Legacy Community Health Services - Monstrose Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,1415 California Street,Houston,Texas,77006,1,1,0,0,0,0,0,0,0,0,2,2,0,,,,,,
264,Legacy Community Health Services - Southwest Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,6441 High Star Drive,Houston,Texas,77074,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
265,Legacy Community Health Services - Baker-Ripley Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,6500 Rookin Street,Houston,Texas,77074,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
266,Legacy Community Health Services - Mapleridge Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,6550 Mapleridge Street,Houston,Texas,77081,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
267,Legacy Community Health Services - Bissonnet Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,12667 Bissonnet Street,Houston,Texas,77099,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
268,Legacy Community Health Services - Lyons Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,5602 Lyons Avenue,Houston,Texas,77020,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
269,Legacy Community Health Services - Santa Clara Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,5616 Lawndale Street,Houston,Texas,77023,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
270,Legacy Community Health Services - San Jacinto Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,4301 Garth Road,Baytown,Texas,77521,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
271,Legacy Community Health Services - Baytown Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,6730 Independence Boulevard,Baytown,Texas,77521,0,0,1,0,0,0,0,0,0,0,2,2,0,,,,,,
272,Legacy Community Health Services - North Street Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,450 North 11th Street,Beaumont,Texas,77008,1,1,0,0,0,0,0,0,0,0,2,2,0,,,,,,
273,Legacy Community Health Services - Community Resource Center,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,2225 Calder Avenue,Beaumont,Texas,77701,1,1,0,0,0,0,0,0,0,0,2,2,0,,,,,,
274,Legacy Community Health Services - South Park Clinic,0,0,0,0,2,1,http://legacycommunityhealth.org/Home.aspx,1,1,2,0,1,1,4450 Highland Avenue,Beaumont,Texas,77705,1,1,1,0,0,0,0,0,0,0,2,2,0,,,,,,
275,Gay Asian Pacific Alliance (GAPA),0,1,1,0,2,1,https://www.facebook.com/GAPASF,1,1,0,0,0,0,9999,San Francisco,California,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
276,Asian Pacific Islander Queer Women and Transgender Community (APIQWTC),1,0,1,1,0,1,http://www.apiqwtc.org/,0,1,0,0,0,0,9999,Oakland,California,9999,0,0,0,0,0,0,1,0,1,0,6,0,0,,,,,,
277,API Equality Northern California,1,1,1,1,2,1,http://www.apiequalitync.org/,1,1,1,1,1,1,17 Walter U. Lum Place,San Francisco,California,94108,0,0,0,0,0,0,1,0,0,0,6,1,0,,,,,,
278,API Equality Los Angeles,1,1,1,1,2,1,http://apiequalityla.org/,1,1,1,1,1,1,1137 Wilshire Boulevard,Los Angeles,California,90017,0,0,0,0,0,0,1,0,0,0,6,1,0,,,,,,
279,Satrang,1,1,1,1,2,1,http://www.satrang.org/,1,1,1,0,1,1,1730 West Olympic Boulevard,Los Angeles,California,90015,0,0,0,0,0,0,1,0,0,0,6,1,0,,,,,,
280,Queer Asian Pacific Islander Alliance (QAPA),1,1,1,1,2,1,http://qapa.org/,1,1,0,0,0,0,9999,Boston,Massachusetts,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
281,MassEquality,1,1,1,1,1,1,www.massequality.org,1,1,1,0,1,2,14 Beacon Street,Boston,Massachusetts,02108,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
282,Massachusetts Transgender Political Coalition,0,0,0,1,1,1,http://www.masstpc.org/,1,1,1,1,1,2,14 Beacon Street,Boston,Massachusetts,02108,1,0,0,1,0,0,0,0,0,0,6,1,1,,,,,,
283,Q-Wave,1,0,1,1,2,1,http://www.q-wave.org/,0,1,0,1,0,0,9999,New York,New York,9999,0,0,0,0,0,0,1,0,1,0,6,0,0,,,,,,
284,The Network La Red,1,1,1,1,2,1,tnlr.org,1,1,0,0,0,0,9999,Boston,Massachusetts,9999,0,0,0,1,0,1,0,0,0,0,6,1,0,,,,,,
285,Gay Asian Pacific Islander Men of New York (GAPIMNY),0,1,0,1,2,1,http://gapimny.org/,1,0,0,1,0,0,9999,New York,New York,9999,0,0,0,0,0,0,1,1,0,0,6,0,0,,,,,,
286,API Pride,1,1,1,1,2,1,http://api-pride.blogspot.com/,0,1,0,0,0,0,9999,Portland,Oregon,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
287,HotPot Philly,1,1,1,1,2,1,https://hotpotphilly.wordpress.com/,0,1,0,0,0,0,9999,Philadelphia,Pennsylvania,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
288,Khush DC,1,1,1,1,2,1,http://khushdc.blogspot.com/,0,1,0,0,0,0,9999,Washington,District of Columbia,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
289,Salga NYC,1,1,1,1,2,1,http://www.salganyc.org/,0,0,1,0,1,2,208 West 13th Street,New York,New York,10011,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
290,Invisible to Invincible,1,1,1,1,2,1,http://www.chicagoi2i.org/,0,1,0,0,0,0,9999,Chicago,Illinois,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
291,Shades of Yellow,1,1,1,1,2,1,http://www.shadesofyellow.org/,0,1,1,0,1,1,995 University Avenue West,Saint Paul,Minnesota,55104,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
292,Trikone Chicago,1,1,1,1,2,1,http://www.trikonechicago.org/,0,0,0,0,0,0,9999,Chicago,Illinois,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
293,Asians and Friends Houston,1,1,0,0,2,1,http://asiansandfriends.wix.com/asians-n-friends-tx#!about2/c5i9,0,1,0,0,0,0,9999,Houston,Texas,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
294,Trikone Atlanta,1,1,1,1,2,1,http://www.trikoneatlanta.org/,1,1,0,0,0,0,9999,Atlanta,Georgia,9999,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
295,South Bay Queer & Asian,1,1,1,1,2,1,http://www.sbqa.com/,0,1,1,0,1,1,938 The Alameda,Jose,California,95126,0,0,0,0,0,0,1,0,0,0,6,0,0,,,,,,
296,Southeast Alaska LGBTQ Alliance (SEAGLA),1,1,1,1,2,1,http://www.seagla.org/,0,1,0,0,0,0,9999,Juneau,Alaska,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
297,AGUILAS,0,1,0,0,2,1,http://sfaguilas.org/,1,1,1,0,1,1,1800 Market Street,San Francisco,California,94102,1,0,0,0,0,1,0,0,0,0,6,1,1,,,,,,
298,Pride Center of North Central Florida,1,1,1,1,2,1,www.pridecenterflorida.org,1,1,1,0,1,1,3131 Northwest 13th Street,Gainesville,Florida,32609,1,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
299,"Sanctuary House of South Florida, Inc.",1,1,1,1,2,1,http://www.sanctuaryhouse.info/home.htm,0,1,1,0,1,1,116 Northwest 25th Street,Wilton Manors,Florida,33311,1,1,1,0,0,0,0,0,0,0,6,0,0,,,,,,
300,Georgia Equality,1,1,1,1,1,1,http://georgiaequality.org/,1,1,1,0,1,2,1530 DeKalb Avenue Northeast,Atlanta,Georgia,30307,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
301,Equality Kansas,1,1,1,1,2,1,http://eqks.org/,0,1,1,0,1,2,800 North Market,Wichita,Kansas,67214,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
302,Louisville Youth Group,1,1,1,1,2,1,http://www.louisvilleyouthgroup.com/,1,1,0,0,0,0,9999,Louisville,Indiana,9999,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,
303,Cedar Rapids Gay & Lesbian Resource Center,1,1,1,1,2,1,http://www.crglrc.org/,0,0,1,0,1,1,6300 Rockwell Drive North,Cedar Rapids,Iowa,52402,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
304,Outright Lewiston-Auburn,1,1,1,1,2,1,http://www.outrightla.org/,1,1,1,1,1,2,169 Pleasant Street,Auburn,Maine,04210,0,0,0,0,0,0,0,0,0,1,6,1,0,,,,,,
305,Bisexual Resource Center,0,0,1,0,2,1,http://www.biresource.net/,1,1,1,0,1,1,29 Stanhope Street,Boston,Massachusetts,02116,0,0,0,1,0,0,0,0,0,0,6,1,1,,,,,,
306,COLAGE,1,1,1,1,0,1,www.colage.org,1,1,1,0,1,1,3815 South Othello Street,Seattle,Washington,98118,0,0,0,1,0,0,0,0,0,1,6,0,0,,,,,,
307,Gay & Lesbian Legal Advocates & Defenders (GLAD),1,1,1,1,2,1,http://www.glad.org/,1,1,1,0,1,1,30 Winter Street,Boston,Massachusetts,02108,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
308,Gay Fathers of Greater Boston,0,1,0,0,2,1,http://www.gayfathersboston.org/index.shtml,0,1,0,0,0,0,9999,Boston,Massachusetts,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
309,OutFront Minnesota,1,1,1,1,2,1,http://www.outfront.org/home,1,1,1,0,1,1,310 East 38th Street,Minneapolis,Minnesota,55409,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
310,Pride Collective and Community Center,1,1,1,1,2,1,http://www.pridecollective.com/,1,1,1,0,1,1,1105 First Avenue South,Fargo,North Dakota,58103,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
311,Equality North Carolina,1,1,1,1,2,1,equalitync.org,1,1,0,0,0,0,9999,Raleigh,North Carolina,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
312,Audre Lorde Project - Manhattan,1,1,1,1,2,1,http://alp.org/,1,1,2,0,1,1,147 West 24th Street,New York,New York,10011,0,0,0,0,1,1,1,0,0,0,6,1,0,,,,,,
313,Audre Lorde Project - Brooklyn,1,1,1,1,2,1,http://alp.org/,1,1,2,0,1,1,85 South Oxford Street,Brooklyn,New York,11217,0,0,0,0,1,1,1,0,0,0,6,1,0,,,,,,
314,Santa Fe Human Rights Alliance,1,1,1,1,2,1,http://www.santafehra.org/,1,1,0,0,0,0,9999,Santa Fe,New Mexico,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
315,Seacoast Outright,1,1,1,1,2,1,http://www.seacoastoutright.org/,1,1,1,0,1,1,206 Court Street,Portsmouth,New Hamshire,03801,0,0,0,0,0,0,0,0,0,1,6,1,0,,,,,,
316,The Pride Center of Cincinnati,1,1,1,1,2,1,http://www.cincyglbt.com/,1,1,0,0,0,0,9999,Cincinnati,Ohio,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
317,Dayton LGBT Center,1,1,1,1,2,1,http://daytonlgbtcenter.org/,1,1,0,0,0,0,9999,Dayton,Ohio,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
318,The Sexual and Gender Minority Youth Resource Center,1,1,1,1,2,1,http://www.smyrc.org/,1,1,1,0,1,1,1220 Southwest Columbia,Portland,Oregon,97201,0,0,1,0,0,0,0,0,0,1,6,1,1,,,,,,
319,Rhode Island LGBTQ Center,1,1,1,1,1,1,http://www.rilgbtqcenter.org/,1,1,1,0,1,1,1005 Main Street,Pawtucket,Rhode Island,02860,0,1,0,0,0,0,0,0,0,0,6,1,1,,,,,,
320,ALLGO,1,1,1,1,1,1,http://allgo.org/,1,1,1,0,1,1,701 Tillery Street,Austin,Texas,78702,0,1,0,0,1,1,1,0,0,0,6,1,1,,,,,,
321,Out Youth,1,1,1,1,2,1,http://www.outyouth.org/,1,1,1,0,1,1,909 East 49th 1/2 Street,Austin,Texas,78751,1,1,1,0,0,0,0,0,0,1,6,1,1,,,,,,
322,Soulforce,1,1,1,1,2,1,http://www.soulforce.org/,1,1,0,0,0,0,9999,Abilene,Texas,9999,0,0,0,0,1,1,1,0,0,0,6,0,0,,,,,,
323,Entre Hermanos,1,1,1,1,2,1,http://entrehermanos.org/,1,1,1,0,1,1,1105 23rd Avenue,Seattle,Washington,98122,1,1,0,1,0,1,0,0,0,0,6,1,1,,,,,,
324,Wyoming Equality,1,1,1,1,1,1,http://www.wyomingequality.org/,1,1,1,0,1,1,2614 Pioneer Avenue,Cheyenne,Wyoming,82001,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
325,The Wall Las Memorias Project,1,1,1,1,2,1,http://www.thewalllasmemorias.org/,1,1,1,0,1,1,5619 Monte Vista Street,Los Angeles,California,90042,0,1,0,1,0,1,0,0,0,0,6,1,0,,,,,,
326,Ali Forney Center,1,1,1,1,2,1,http://www.aliforneycenter.org/,1,1,1,0,1,1,224 West 35th Street,New York,New York,10001,1,1,1,1,0,0,0,0,0,0,6,1,1,,,,,,
327,Asian and Pacific Islander Coalition on HIV/AIDS (APICHA),1,1,1,1,2,1,https://apicha.org/,1,1,1,0,1,1,400 Broadway,New York,New York,10013,1,1,1,0,0,0,1,0,0,0,6,1,1,,,,,,
328,SAGE USA,1,1,1,1,0,1,http://www.sageusa.org,1,1,2,0,1,1,305 7th Avenue,New York,New York,10001,1,1,1,1,0,0,0,0,0,2,6,0,0,,,,,,
329,The Trevor Project,1,1,1,1,0,1,http://www.thetrevorproject.org/,1,1,2,0,1,1,9999,9999,9999,9999,0,0,1,0,0,0,0,0,0,0,6,0,0,,,,,,
330,Trans Lifeline,0,0,0,1,0,1,http://www.translifeline.org/,1,1,0,0,0,0,9999,9999,9999,9999,0,0,1,0,0,0,0,0,0,0,6,0,0,,,,,,
331,PFLAG,1,1,1,1,0,1,community.pflag.org/,1,1,2,0,1,1,"1828 L Street, Northwest",Washington,District of Columbia,20036,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
332,GLSEN,1,1,1,1,0,1,http://www.glsen.org/,1,1,2,0,1,1,25 Flatbush Avenue,Brooklyn,New York,11217,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
333,New York City Anti-Violence Project,1,1,1,1,2,1,http://www.avp.org/,1,1,1,0,1,1,116 Nassau Street,New York,New York,10038,0,0,1,0,0,0,0,0,0,0,6,1,1,,,,,,
334,FIERCE,1,1,1,1,2,1,http://www.fiercenyc.org/,1,1,1,0,1,1,147 West 24th Street,New York,New York,10011,0,0,0,0,1,1,1,0,0,1,6,1,0,,,,,,
335,The Dandilion Project,1,1,1,1,2,1,http://www.thedandelionproject.org/,0,0,0,0,0,0,9999,9999,Mississippi,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
336,Santa Barbara Transgender Advocacy Network,1,1,1,1,2,1,http://www.sbtan.org/,0,1,0,0,0,0,9999,Santa Barbara,California,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
337,GLAAD,1,1,1,1,0,1,http://www.glaad.org/,1,1,0,0,0,0,9999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
338,GSA,1,1,1,1,0,1,gsanetwork.org,1,1,2,0,1,1,1611 Telegraph Avenue,Oakland,California,94612,0,0,0,0,0,0,0,0,0,1,6,0,0,,,,,,
339,Open Arms Youth Project,1,1,1,1,2,1,http://www.openarmsproject.org/,1,1,1,0,1,1,2015-B South Lakewood Avenue,Tulsa,Oklahoma,74112,0,1,0,0,0,0,0,0,0,1,6,1,1,,,,,,
340,OUT & Loud Youth,1,1,1,1,2,1,http://www.yst.org/yst/LGBTQ_Support_Group.asp?SnID=378561801,1,1,1,0,1,1,311 South Madison Avenue,Tulsa,Oklahoma,74120,0,0,1,0,0,0,0,0,0,1,6,1,1,,,,,,
341,Tulsa Uniform & Leather Seekers Association,0,0,0,0,2,1,http://www.tulsaleather.com/,1,1,0,0,0,0,9999,Tulsa,Oklahoma,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
342,Tulsa Area Prime Timers,0,1,1,0,2,1,http://www.tulsaareaprimetimers.com/,0,1,0,0,0,0,9999,Tulsa,Oklahoma,9999,0,0,0,0,0,0,0,1,0,2,6,0,0,,,,,,
343,Tulsa Lesbian Network,1,0,0,0,2,1,https://www.facebook.com/TulsaLesNetwork,0,1,0,0,0,0,9999,Tulsa,Oklahoma,9999,0,0,0,0,0,0,0,0,1,0,6,0,0,,,,,,
344,"Imperial Court of All Oklahoma, Inc.",1,1,1,1,2,1,http://www.impcourtok.webs.com/,1,1,0,0,0,0,9999,9999,Oklahoma,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
345,Tulsa Two-Spirit Association,1,1,1,1,2,1,https://www.facebook.com/Tulsa-Two-Spirit-Society-164444053595892/timeline,0,0,0,0,0,0,9999,Tulsa,Oklahoma,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,6,0,0,,,,,,
346,Gay Men of African Descent,0,1,0,0,2,1,http://gmad.org/,1,1,1,0,1,1,540 Atlantic Avenue,Brooklyn,New York,11217,1,1,1,1,1,0,0,1,0,0,6,1,1,,,,,,
347,Hetrick-Martin Institute - New Jersey,1,1,1,1,2,1,http://www.hmi.org/,1,1,1,0,1,1,301 West Kinney Street,Newark,New Jersey,07103,1,1,1,1,0,0,0,0,0,1,6,1,1,,,,,,
348,Hetrick-Martin Institute,1,1,1,1,2,1,http://www.hmi.org/,1,1,1,0,1,1,2 Astor Place,New York,New York,10003,1,1,1,1,0,0,0,0,0,1,6,1,1,,,,,,
349,It Gets Better Project,1,1,1,1,2,1,http://www.itgetsbetter.org/,1,1,0,0,0,0,9999,Los Angeles,California,9999,0,0,0,1,0,0,0,0,0,1,6,0,0,,,,,,
350,Friends for Life,1,1,1,1,2,1,http://www.friendsforlifecorp.org/,1,1,1,0,1,1,43 North Cleveland,Memphis,Tennessee,38104,1,1,1,1,0,0,0,0,0,0,6,1,1,,,,,,
351,Midsouth Pride,1,1,1,1,2,1,https://midsouthpride.wordpress.com/,0,1,1,0,1,1,111 South Highland,Memphis,Tennessee,38111,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
352,Tennessee Equality Project,1,1,1,1,2,1,http://tnep.nationbuilder.com/,1,1,0,0,0,0,9999,9999,Tennessee,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
353,Montana Gay Men's Task Force,0,1,0,0,1,1,http://www.mtgayhealth.org/,0,1,0,0,0,0,9999,9999,Montana,9999,1,1,0,1,0,0,0,1,0,0,6,0,0,,,,,,
354,Equal Rights Washington,1,1,1,1,1,1,http://www.equalrightswashington.org/,1,1,0,0,0,0,9999,Seattle,Washington,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
355,Gender Diversity,1,1,1,1,2,1,http://www.genderodyssey.org/,1,1,1,0,1,1,6523 California Avenue Southwest,Seattle,Washington,98136,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
356,Ingersoll Gender Center,0,0,0,1,2,1,http://ingersollgendercenter.org/,1,1,1,0,1,1,517 East Pike Street,Seattle,Washington,98122,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
357,The Inland Northwest LGBT Center,1,1,1,1,2,1,http://www.thelgbtcenter.org/,1,0,0,0,0,0,9999,9999,9999,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
358,Odyssey Youth Center,1,1,1,1,2,1,http://www.odysseyyouth.org/,1,1,1,0,1,1,1121 South Perry Street,Spokane,Washington,99202,0,0,0,1,0,0,0,0,0,1,6,1,1,,,,,,
359,Pride Foundation,1,1,1,1,2,1,http://www.pridefoundation.org/,1,1,1,0,1,1,2014 East Madison Street,Seattle,Washington,98122,0,0,0,0,0,0,0,0,0,0,6,1,0,,,,,,
360,Quest Youth Center,1,1,1,1,2,1,http://questyouthcenter.org/,1,1,1,0,1,1,1609 West 10th Avenue,Kennewick,Washington,99336,0,0,1,0,0,0,0,0,0,1,6,1,1,,,,,,
361,Back Country Bettys,1,0,0,0,2,1,https://sites.google.com/site/backcountrybettysnoco/,0,1,0,0,0,0,9999,Fort Collins,Colorado,9999,0,0,0,0,0,0,0,0,1,0,6,0,0,,,,,,
362,Equality Virginia,1,1,1,1,1,1,http://www.equalityvirginia.org/,1,1,0,0,0,0,9999,Richmond,Virginia,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
363,Hampton Roads Pride,1,1,1,1,2,1,http://www.hamptonroadspride.org/,1,1,1,0,1,1,9999,Norfolk,Virginia,9999,0,0,0,0,0,0,0,0,0,0,6,0,0,,,,,,
